STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,2.0,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,2025-09-28,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,BOTH,,C49636,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,Merck KGaA,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,2024-01-15,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,Study may be stopped for safety concerns per DMC recommendation,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,INTERVENTIONAL,,C98388,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,OPEN LABEL,,C49659,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,UNCONTROLLED,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,Oncology,,,SNOMED,2023-09-01
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,Oncology,,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,TREATMENT,,C49656,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,"VISION: A Phase II, Single-Arm, Multicenter, Open-Label Trial to Investigate the Clinical Activity and Safety of Tepotinib in Subjects with Advanced (Locally Advanced or Metastatic) Non-Small Cell Lung Cancer Harboring MET Alterations",,,,
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,PHASE II TRIAL,,C15601,CDISC CT,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,TEPOTINIB,,,UNII,2023-12-15
MS200095-0022-VISION,TS,1,,TOOLONGCD,ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112,EFFICACY,,C49666,CDISC CT,2023-12-15
