STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
NBI-1065846-MDD2020-TERPSIS,TS,1,,PLANSUB,Planned Number of Subjects,88,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,RANDOM,Trial is Randomized,Y,,C49488,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,RDIND,Rare Disease Indicator,N,,C49487,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,REGID,Registry Identifier,NCT05165394,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,SDTIGVER,SDTM IG Version,3.4,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,SDTMVER,SDTM Version,2.0,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,SENDTC,Study End Date,2024-08-02,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,SEXPOP,Sex of Participants,BOTH,,C49636,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,SPONSOR,Clinical Study Sponsor,"Neurocrine Biosciences, Inc.",,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,SSTDTC,Study Start Date,2024-01-15,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,STOPRULE,Study Stop Rules,Study may be stopped for safety concerns per DMC recommendation,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,STYPE,Study Type,INTERVENTIONAL,,C98388,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TBLIND,Trial Blinding Schema,DOUBLE BLIND,,C15228,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TCNTRL,Control Type,PLACEBO,,C49648,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TDIGRP,Diagnosis Group,Psychiatry,,,SNOMED,2023-09-01
NBI-1065846-MDD2020-TERPSIS,TS,1,,THERAREA,Therapeutic Area,Psychiatry,,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,TINDTP,Trial Intent Type,TREATMENT,,C49656,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TITLE,Trial Title,"TERPSIS: A Randomized, Double-Blind, Placebo-Controlled, Proof-of-Concept Study to Evaluate the Efficacy and Safety of Once-Weekly Oral NBI-1065846 in the Treatment of Anhedonia in Major Depressive Disorder",,,,
NBI-1065846-MDD2020-TERPSIS,TS,1,,TPHASE,Trial Phase Classification,PHASE II TRIAL,,C15601,CDISC CT,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TRT,Investigational Therapy or Treatment,NBI-1065846,,,UNII,2023-12-15
NBI-1065846-MDD2020-TERPSIS,TS,1,,TTYPE,Trial Type,EFFICACY,,C49666,CDISC CT,2023-12-15
